NM_SERVICE_DEF,NM_NAME,B_REQUIRED,N_PROP_TYPE,NM_SPACE,NM_ENUM
metratech.com/SalesRepInfo,RepCode,Y,0,,
metratech.com/SalesRepInfo,Employee_id,N,2,,
metratech.com/Splits,Primary,N,9,,
metratech.com/Splits,SplitID,Y,2,,
metratech.com/Splits,RepCode,Y,0,,
metratech.com/Splits,SplitPercent,Y,2,,
metratech.com/SystemAccountCreation,PaymentMethod,N,8,metratech.com/accountcreation,PaymentMethod
metratech.com/SystemAccountCreation,SecondDayOfMonth,N,2,,
metratech.com/SystemAccountCreation,AccountType,Y,0,,
metratech.com/SystemAccountCreation,TruncateOldSubscriptions,N,9,,
metratech.com/SystemAccountCreation,city,N,0,,
metratech.com/SystemAccountCreation,address3,N,0,,
metratech.com/SystemAccountCreation,AccountStatus,N,8,metratech.com/accountcreation,AccountStatus
metratech.com/SystemAccountCreation,DayOfMonth,N,2,,
metratech.com/SystemAccountCreation,Name_Space,N,0,,
metratech.com/SystemAccountCreation,FirstDayOfMonth,N,2,,
metratech.com/SystemAccountCreation,email,N,0,,
metratech.com/SystemAccountCreation,Language,N,8,Global,LanguageCode
metratech.com/SystemAccountCreation,DayOfWeek,N,8,Global,DayOfTheWeek
metratech.com/SystemAccountCreation,folder,N,9,,
intercall.com/Disc_InterCallConnection,disc_date,N,3,,
intercall.com/Disc_InterCallConnection,bu_curr,Y,0,,
intercall.com/Disc_InterCallConnection,gbl_curr,Y,0,,
intercall.com/Disc_InterCallConnection,leg_bu_amt,Y,7,,
intercall.com/Disc_InterCallConnection,telecom_amt,Y,7,,
intercall.com/Disc_InterCallConnection,bridge_div_svc_amt,Y,7,,
intercall.com/Disc_InterCallConnection,_payingaccount,Y,2,,
intercall.com/Disc_InterCallConnection,bridge_gbl_svc_amt,Y,7,,
intercall.com/Disc_InterCallConnection,leg_div_svc_amt,Y,7,,
intercall.com/Disc_InterCallConnection,_accountid,Y,2,,
intercall.com/Disc_InterCallConnection,telecom_bu_svc_amt,Y,7,,
intercall.com/Disc_InterCallConnection,bridge_discountable,N,9,,
intercall.com/Disc_InterCallConnection,leg_svc_amt,Y,7,,
intercall.com/Disc_InterCallConnection,surcharge_svc_amt,Y,7,,
intercall.com/Disc_InterCallConnection,leg_div_amt,Y,7,,
intercall.com/Disc_InterCallFeature,_usagecycleid,N,2,,
intercall.com/Disc_InterCallFeature,_payingaccount,Y,2,,
intercall.com/Disc_InterCallFeature,feature_gbl_svc_amt,Y,7,,
intercall.com/Disc_InterCallFeature,_accountpricelist,N,2,,
intercall.com/Disc_InterCallFeature,feature_gbl_amt,Y,7,,
intercall.com/Disc_InterCallFeature,disc_date,N,3,,
intercall.com/Disc_InterCallFeature,disc_qualifier,N,7,,
intercall.com/Disc_InterCallFeature,feature_amt,Y,7,,
intercall.com/Disc_InterCallFeature,related_id_parent_sess,N,11,,
intercall.com/Disc_InterCallFeature,_currency,Y,0,,
intercall.com/Disc_InterCallFeature,feature_svc_amt,Y,7,,
intercall.com/Disc_InterCallFeature,feature_div_svc_amt,Y,7,,
intercall.com/Disc_InterCallFeature,gbl_curr,Y,0,,
intercall.com/Disc_InterCallFeature,bu_curr,Y,0,,
intercall.com/Disc_InterCallFeature,disc_pi_template_name,N,0,,
intercall.com/Disc_InterCallFeature,feature_bu_amt,Y,7,,
intercall.com/Disc_InterCallFeature,feature_div_amt,Y,7,,
intercall.com/Disc_InterCallFeature,div_curr,Y,0,,
intercall.com/Disc_InterCallFeature,_timezoneid,N,8,Global,TimeZoneID
intercall.com/Disc_InterCallFeature,feature_bu_svc_amt,Y,7,,
intercall.com/Disc_InterCallFeature,related_id_sess,Y,11,,
intercall.com/Disc_InterCallFeature,_accountid,Y,2,,
intercall.com/Disc_InterCallFeature,feature_discountable,N,9,,
intercall.com/InterCallConference,conf_sub_type_str,N,0,,
intercall.com/InterCallConference,ldr_name,N,0,,
intercall.com/InterCallConference,conf_type_str,Y,0,,
intercall.com/InterCallConference,conf_id,Y,0,,
intercall.com/InterCallConference,pac_code,N,0,,
intercall.com/InterCallConference,ws_owner_number,N,0,,
intercall.com/InterCallConference,wholesaler_flag,Y,9,,
intercall.com/InterCallConference,ldr_call_type_str,N,0,,
intercall.com/InterCallConference,scheduled_ports,N,2,,
intercall.com/InterCallConference,folo_end_time,N,3,,
intercall.com/InterCallConference,conf_name,N,0,,
intercall.com/InterCallConference,ldr_udr_id,N,11,,
intercall.com/InterCallConference,ldr_dest_number,N,0,,
intercall.com/InterCallConference,res_id,Y,11,,
intercall.com/InterCallConference,batch_date,Y,3,,
intercall.com/InterCallConference,bu_id,N,0,,
intercall.com/InterCallConference,ldr_origin_number,N,0,,
intercall.com/InterCallConference,max_part_duration,N,2,,
intercall.com/InterCallConference,res_name,N,0,,
intercall.com/InterCallConference,folo_start_time,N,3,,
intercall.com/InterCallConference,rate_flag_str,N,0,,
intercall.com/InterCallConference,timezone_code,N,0,,
intercall.com/InterCallConference,res_time,N,3,,
intercall.com/InterCallConference,officecode,N,0,,
intercall.com/InterCallConference,company_name,N,0,,
intercall.com/InterCallConference,owner_number,N,0,,
intercall.com/InterCallConnection,moderator_code,N,9,,
intercall.com/InterCallConnection,premium_bill_code_str,N,0,,
intercall.com/InterCallConnection,orig_country_code,N,0,,
intercall.com/InterCallConnection,bridge_timezone_code,N,0,,
intercall.com/InterCallConnection,call_type_str,N,0,,
intercall.com/InterCallConnection,bridge_number,N,0,,
intercall.com/InterCallConnection,part_start_time,N,3,,
intercall.com/InterCallConnection,intl_call,N,9,,
metratech.com/ps_ach_debit,_Amount,Y,7,,
metratech.com/ps_ach_debit,purchaseid,N,0,,
metratech.com/ps_ach_debit,transactionid,N,0,,
metratech.com/ps_ach_debit,testsession,Y,2,,
metratech.com/ps_ach_debit,_Currency,Y,0,,
metratech.com/ps_ach_debit,_AccountID,Y,2,,
metratech.com/ps_ach_debit,bankaccounttype,N,8,metratech.com/paymentserver,bankaccounttype
metratech.com/ps_ach_deletepaymentmethod,lastfourdigits,Y,0,,
metratech.com/ps_ach_deletepaymentmethod,bankaccounttype,Y,8,metratech.com/paymentserver,bankaccounttype
metratech.com/ps_ach_deletepaymentmethod,testsession,Y,2,,
metratech.com/ps_ach_deletepaymentmethod,_AccountID,Y,2,,
metratech.com/ps_ach_deletepaymentmethod,routingnumber,Y,0,,
metratech.com/ps_ach_findbyaccountid,_Accountid,Y,2,,
metratech.com/ps_ach_findbyaccountid,testsession,Y,2,,
metratech.com/ps_ach_findbyaccountidroutingnumberlast4type,lastfourdigits,Y,0,,
metratech.com/ps_ach_findbyaccountidroutingnumberlast4type,bankaccounttype,Y,8,metratech.com/paymentserver,BankAccountType
metratech.com/ps_ach_findbyaccountidroutingnumberlast4type,testsession,Y,2,,
metratech.com/ps_ach_findbyaccountidroutingnumberlast4type,_AccountID,Y,2,,
metratech.com/ps_ach_findbyaccountidroutingnumberlast4type,routingnumber,Y,0,,
metratech.com/ps_ach_inquiry,paymentservicetransactionid,Y,0,,
metratech.com/ps_ach_inquiry,testsession,Y,2,,
metratech.com/ps_ach_prenote,_Currency,Y,0,,
metratech.com/ps_ach_prenote,_Amount,Y,7,,
metratech.com/ps_ach_prenote,country,N,0,,
metratech.com/ps_ach_prenote,bankname,Y,0,,
metratech.com/ps_ach_prenote,customername,Y,0,,
metratech.com/ps_ach_prenote,city,N,0,,
metratech.com/ps_ach_prenote,zip,N,0,,
metratech.com/ps_ach_prenote,bankaccountnum_,Y,0,,
metratech.com/ps_ach_prenote,address,N,0,,
metratech.com/ps_ach_prenote,state,N,0,,
metratech.com/ps_ach_prenote,testsession,Y,2,,
metratech.com/ps_ach_prenote,routingnumber,Y,0,,
metratech.com/ps_ach_prenote,_AccountID,N,2,,
metratech.com/ps_ach_prenote,bankaccounttype,Y,8,metratech.com/paymentserver,bankaccounttype
metratech.com/ps_ach_updatepaymentmethod,routingnumber,Y,0,,
metratech.com/ps_ach_updatepaymentmethod,lastfourdigits,Y,0,,
metratech.com/ps_ach_updatepaymentmethod,state,N,0,,
metratech.com/ps_ach_updatepaymentmethod,authreceived,Y,2,,
metratech.com/ps_ach_updatepaymentmethod,reserved2,N,0,,
metratech.com/ps_ach_updatepaymentmethod,city,N,0,,
metratech.com/ps_ach_updatepaymentmethod,address,N,0,,
metratech.com/ps_ach_updatepaymentmethod,zip,N,0,,
metratech.com/ps_ach_updatepaymentmethod,reserved1,N,0,,
metratech.com/ps_ach_updatepaymentmethod,primary,Y,2,,
metratech.com/ps_ach_updatepaymentmethod,validated,Y,2,,
metratech.com/ps_ach_updatepaymentmethod,enabled,Y,2,,
metratech.com/ps_ach_updatepaymentmethod,testsession,Y,2,,
metratech.com/ps_ach_updatepaymentmethod,bankname,Y,0,,
metratech.com/ps_ach_updatepaymentmethod,customername,Y,0,,
metratech.com/ps_ach_updatepaymentmethod,_AccountID,Y,2,,
metratech.com/ps_ach_updatepaymentmethod,bankaccounttype,Y,8,metratech.com/paymentserver,bankaccounttype
metratech.com/ps_ach_updatepaymentmethod,country,N,0,,
metratech.com/ps_ach_updateprimaryindicator,lastfourdigits,Y,0,,
metratech.com/ps_ach_updateprimaryindicator,bankaccounttype,Y,8,metratech.com/paymentserver,bankaccounttype
metratech.com/ps_ach_updateprimaryindicator,testsession,Y,2,,
metratech.com/ps_ach_updateprimaryindicator,_AccountID,Y,2,,
metratech.com/ps_ach_updateprimaryindicator,routingnumber,N,0,,
metratech.com/ps_ApprovePayments,_AccountID,Y,2,,
metratech.com/ps_ApprovePayments,status,N,2,,
metratech.com/ps_archiveauthorization,bankaccounttype,N,8,metratech.com/paymentserver,bankaccounttype
metratech.com/ps_archiveauthorization,_Amount,N,7,,
metratech.com/ps_archiveauthorization,description,N,0,,
metratech.com/ps_archiveauthorization,username,N,0,,
metratech.com/ps_archiveauthorization,_AccountID,Y,2,,
metratech.com/ps_archiveauthorization,creditcardtype,N,8,metratech.com/paymentserver,creditcardtype
metratech.com/ps_archiveauthorization,effectivedate,N,3,,
metratech.com/ps_archiveauthorization,routingnumber,N,0,,
metratech.com/ps_archiveauthorization,paymenttype,Y,8,metratech.com/paymentserver,paymenttype
metratech.com/ps_archiveauthorization,lastfourdigits,Y,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,startdate,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,companyaddress,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,customername,Y,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,creditcardseccode_,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,email,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,creditcardnum_,Y,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,address,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,companyphone,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,authreceived,Y,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,customervatnumber,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,numberretries,N,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,expdateformat,Y,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,state,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,creditcardtype,Y,8,metratech.com/paymentserver,creditcardtype
metratech.com/ps_cc_addaccountandpaymentmethod,reserved2,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,testsession,N,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,customerreferenceid,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,confirmrequested,N,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,cclevel,Y,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,reserved1,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,country,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,companypostalcode,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,expdate,Y,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,zip,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,cardverifyvalue,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,city,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,bankname,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,cardid,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,_AccountID,Y,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,retaincardinfo,N,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,issuernumber,N,0,,
metratech.com/ps_cc_addaccountandpaymentmethod,delay,N,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,retryonfailure,N,2,,
metratech.com/ps_cc_addaccountandpaymentmethod,billearly,N,2,,
metratech.com/ps_cc_addpaymentmethod,state,N,0,,
metratech.com/ps_cc_addpaymentmethod,creditcardtype,Y,8,metratech.com/paymentserver,CreditCardType
metratech.com/ps_cc_addpaymentmethod,country,N,0,,
metratech.com/ps_cc_addpaymentmethod,issuernumber,N,0,,
metratech.com/ps_cc_addpaymentmethod,authreceived,Y,2,,
metratech.com/ps_cc_addpaymentmethod,reserved1,N,0,,
metratech.com/ps_cc_addpaymentmethod,companyaddress,N,0,,
metratech.com/ps_cc_addpaymentmethod,customervatnumber,N,0,,
metratech.com/ps_cc_addpaymentmethod,reserved2,N,0,,
metratech.com/ps_cc_addpaymentmethod,city,N,0,,
metratech.com/ps_cc_addpaymentmethod,address,N,0,,
metratech.com/ps_cc_addpaymentmethod,zip,N,0,,
metratech.com/ps_cc_addpaymentmethod,cardid,N,0,,
metratech.com/ps_cc_addpaymentmethod,customerreferenceid,N,0,,
metratech.com/ps_cc_addpaymentmethod,cardverifyvalue,N,0,,
metratech.com/ps_cc_addpaymentmethod,companyphone,N,0,,
metratech.com/ps_cc_addpaymentmethod,creditcardnum_,Y,0,,
metratech.com/ps_cc_addpaymentmethod,expdateformat,Y,2,,
metratech.com/ps_cc_addpaymentmethod,creditcardseccode_,N,0,,
metratech.com/ps_cc_addpaymentmethod,testsession,Y,2,,
metratech.com/ps_cc_addpaymentmethod,bankname,N,0,,
metratech.com/ps_cc_addpaymentmethod,startdate,N,0,,
metratech.com/ps_cc_addpaymentmethod,expdate,Y,0,,
metratech.com/ps_cc_addpaymentmethod,companypostalcode,N,0,,
metratech.com/ps_cc_addpaymentmethod,_AccountID,Y,2,,
metratech.com/ps_cc_addpaymentmethod,customername,Y,0,,
metratech.com/ps_cc_credit,lastfourdigits,N,0,,
metratech.com/ps_cc_credit,description4,N,0,,
metratech.com/ps_cc_credit,reason,N,0,,
metratech.com/ps_cc_credit,freight,N,7,,
metratech.com/ps_cc_credit,vatrate,N,7,,
metratech.com/ps_cc_credit,taxamount,N,7,,
metratech.com/ps_cc_credit,IDtoken,N,0,,
metratech.com/ps_cc_credit,description1,N,0,,
metratech.com/ps_cc_credit,csrid,N,0,,
metratech.com/ps_cc_credit,commoditycode,N,0,,
metratech.com/ps_cc_credit,discountamount,N,7,,
metratech.com/ps_cc_credit,destinationzip,N,0,,
metratech.com/ps_cc_credit,CCInfoLevel,N,0,,
metratech.com/ps_cc_credit,referenceid,N,0,,
metratech.com/ps_cc_credit,freighttaxrate,N,7,,
metratech.com/ps_cc_credit,shipfromzip,N,0,,
metratech.com/ps_cc_credit,vattype,N,0,,
metratech.com/ps_cc_credit,description3,N,0,,
metratech.com/ps_cc_credit,_Amount,Y,7,,
metratech.com/ps_cc_credit,vatamount,N,7,,
metratech.com/ps_cc_credit,purchaseid,N,0,,
metratech.com/ps_cc_credit,testsession,Y,2,,
metratech.com/ps_cc_credit,transactionid,N,0,,
metratech.com/ps_cc_credit,duty,N,7,,
metratech.com/ps_cc_credit,MerchantId,Y,2,,
metratech.com/ps_cc_credit,nationaltax,N,7,,
metratech.com/ps_cc_credit,_Currency,N,0,,
metratech.com/ps_cc_credit,description2,N,0,,
metratech.com/ps_cc_credit,freighttax,N,7,,
metratech.com/ps_cc_credit,_Accountid,Y,2,,
metratech.com/ps_cc_credit,creditcardtype,N,8,metratech.com/paymentserver,creditcardtype
metratech.com/ps_cc_credit,destinationcountrycode,N,0,,
metratech.com/ps_cc_debit,lastfourdigits,N,0,,
metratech.com/ps_cc_debit,description4,N,0,,
metratech.com/ps_cc_debit,reason,N,0,,
metratech.com/ps_cc_debit,freight,N,7,,
metratech.com/ps_cc_debit,vatrate,N,7,,
metratech.com/ps_cc_debit,taxamount,N,7,,
metratech.com/ps_cc_debit,IDtoken,N,0,,
metratech.com/ps_cc_debit,description1,N,0,,
metratech.com/ps_cc_debit,csrid,N,0,,
metratech.com/ps_cc_debit,commoditycode,N,0,,
metratech.com/ps_cc_debit,discountamount,N,7,,
metratech.com/ps_cc_debit,destinationzip,N,0,,
metratech.com/ps_cc_debit,CCInfoLevel,N,0,,
metratech.com/ps_cc_debit,referenceid,N,0,,
metratech.com/ps_cc_debit,freighttaxrate,N,7,,
metratech.com/ps_cc_debit,CC_ChargeID,Y,11,,
metratech.com/ps_cc_debit,shipfromzip,N,0,,
metratech.com/ps_cc_debit,vattype,N,0,,
metratech.com/ps_cc_debit,description3,N,0,,
metratech.com/ps_cc_debit,_Amount,Y,7,,
metratech.com/ps_cc_debit,vatamount,N,7,,
metratech.com/ps_cc_debit,purchaseid,N,0,,
metratech.com/ps_cc_debit,testsession,Y,2,,
metratech.com/ps_cc_debit,transactionid,N,0,,
metratech.com/ps_cc_debit,duty,N,7,,
metratech.com/ps_cc_debit,nationaltax,N,7,,
metratech.com/ps_cc_debit,_Currency,N,0,,
metratech.com/ps_cc_debit,description2,N,0,,
metratech.com/ps_cc_debit,freighttax,N,7,,
metratech.com/ps_cc_debit,_AccountID,Y,2,,
metratech.com/ps_cc_debit,creditcardtype,N,8,metratech.com/paymentserver,creditcardtype
metratech.com/ps_cc_debit,destinationcountrycode,N,0,,
metratech.com/ps_cc_deletepaymentmethod,lastfourdigits,Y,0,,
metratech.com/ps_cc_deletepaymentmethod,testsession,Y,2,,
metratech.com/ps_cc_deletepaymentmethod,_AccountID,Y,2,,
metratech.com/ps_cc_deletepaymentmethod,creditcardtype,Y,8,metratech.com/paymentserver,CreditCardType
metratech.com/ps_cc_findbyaccountid,_Accountid,Y,2,,
metratech.com/ps_cc_findbyaccountid,testsession,Y,2,,
metratech.com/ps_cc_findbyaccountidlast4type,lastfourdigits,Y,0,,
metratech.com/ps_cc_findbyaccountidlast4type,testsession,Y,2,,
metratech.com/ps_cc_findbyaccountidlast4type,_AccountID,Y,2,,
metratech.com/ps_cc_findbyaccountidlast4type,creditcardtype,Y,8,metratech.com/paymentserver,CreditCardType
metratech.com/ps_cc_findupdatebynumberdatetype,testsession,Y,2,,
metratech.com/ps_cc_findupdatebynumberdatetype,expdateformat,Y,2,,
metratech.com/ps_cc_findupdatebynumberdatetype,cardverifyvalue,N,0,,
metratech.com/ps_cc_findupdatebynumberdatetype,creditcardtype,Y,8,metratech.com/paymentserver,CreditCardType
metratech.com/ps_cc_findupdatebynumberdatetype,expdate,Y,0,,
metratech.com/ps_cc_findupdatebynumberdatetype,creditcardnum_,Y,0,,
metratech.com/ps_cc_findupdatebynumberdatetype,startdate,N,0,,
metratech.com/ps_cc_findupdatebynumberdatetype,issuernumber,N,0,,
metratech.com/ps_cc_postauth,description4,N,0,,
metratech.com/ps_cc_postauth,reason,N,0,,
metratech.com/ps_cc_postauth,freight,N,7,,
metratech.com/ps_cc_postauth,vatrate,N,7,,
metratech.com/ps_cc_postauth,taxamount,N,7,,
metratech.com/ps_cc_postauth,description1,N,0,,
metratech.com/ps_cc_postauth,csrid,N,0,,
metratech.com/ps_cc_postauth,commoditycode,N,0,,
metratech.com/ps_cc_postauth,discountamount,N,7,,
intercall.com/InterCallConnection,bridge_type,N,2,,
intercall.com/InterCallConnection,bridge_id,N,2,,
intercall.com/InterCallConnection,part_end_time,N,3,,
intercall.com/InterCallConnection,extract_date,N,3,,
intercall.com/InterCallConnection,surcharge_code_str,N,0,,
intercall.com/InterCallConnection,wholesaler_flag,Y,9,,
intercall.com/InterCallConnection,res_id,N,11,,
intercall.com/InterCallConnection,second_duration,N,2,,
intercall.com/InterCallConnection,remote_bridge_id,N,2,,
intercall.com/InterCallConnection,rurd_duration,N,2,,
intercall.com/InterCallConnection,passcode,N,0,,
intercall.com/InterCallConnection,line_number,N,2,,
intercall.com/InterCallConnection,origin_number,N,0,,
intercall.com/InterCallConnection,bill_code_str,N,0,,
intercall.com/InterCallConnection,call_reconnect,N,9,,
intercall.com/InterCallConnection,prod_type_str,N,0,,
intercall.com/InterCallConnection,rebill_flag,N,9,,
intercall.com/InterCallConnection,bridge_state,N,0,,
intercall.com/InterCallConnection,line_name,N,0,,
intercall.com/InterCallConnection,udr_id,Y,11,,
intercall.com/InterCallConnection,dest_number,N,0,,
intercall.com/InterCallConnection,folo_duration,N,2,,
intercall.com/InterCallFeature,record_type_str,Y,0,,
intercall.com/InterCallFeature,mdtrid,Y,0,,
intercall.com/InterCallFeature,officecode,N,0,,
intercall.com/InterCallFeature,wholesaler_flag,Y,9,,
intercall.com/InterCallFeature,txn_idetail5,N,7,,
intercall.com/InterCallFeature,txn_cdetail4,N,0,,
intercall.com/InterCallFeature,txn_idetail3,N,7,,
intercall.com/InterCallFeature,txn_idetail2,N,7,,
intercall.com/InterCallFeature,ws_owner_number,N,0,,
intercall.com/InterCallFeature,Timezone,N,0,,
intercall.com/InterCallFeature,txn_cdetail3,N,0,,
intercall.com/InterCallFeature,txn_cdetail2,N,0,,
intercall.com/InterCallFeature,trans_code_str,Y,0,,
intercall.com/InterCallFeature,ExtractDate,N,3,,
intercall.com/InterCallFeature,entry_type_str,Y,0,,
intercall.com/InterCallFeature,CompanyName,N,0,,
intercall.com/InterCallFeature,trans_datetime,N,3,,
intercall.com/InterCallFeature,res_id,Y,11,,
intercall.com/InterCallFeature,TransDesc,N,0,,
intercall.com/InterCallFeature,PacCode,N,0,,
intercall.com/InterCallFeature,batch_date,Y,3,,
intercall.com/InterCallFeature,bu_id,N,0,,
intercall.com/InterCallFeature,account,Y,9,,
intercall.com/InterCallFeature,quantity,N,2,,
intercall.com/InterCallFeature,txn_idetail4,N,7,,
intercall.com/InterCallFeature,cost,N,7,,
intercall.com/InterCallFeature,rate_flag_str,Y,0,,
intercall.com/InterCallFeature,txn_idetail1,N,7,,
intercall.com/InterCallFeature,txn_cdetail5,N,0,,
intercall.com/InterCallFeature,udr_id,Y,11,,
intercall.com/InterCallFeature,txn_cdetail1,N,0,,
intercall.com/InterCallFeature,owner_number,N,0,,
intercall.com/InterCallUMR,mdtrid,Y,0,,
intercall.com/InterCallUMR,udr_id,N,11,,
intercall.com/InterCallUMR,txn_cdetail5,N,0,,
intercall.com/InterCallUMR,txn_cdetail4,N,0,,
intercall.com/InterCallUMR,txn_cdetail1,N,0,,
intercall.com/InterCallUMR,feature_adj_prop,N,7,,
intercall.com/InterCallUMR,txn_cdetail3,N,0,,
intercall.com/InterCallUMR,txn_cdetail2,N,0,,
intercall.com/InterCallUMR,disc_pi_template_name,N,0,,
intercall.com/InterCallUMR,trans_datetime,N,3,,
intercall.com/InterCallUMR,feature_bu_amt,N,7,,
intercall.com/InterCallUMR,record_type,Y,8,intercall.com/ConfCommon,RecordType
intercall.com/InterCallUMR,wholesaler_flag,Y,9,,
intercall.com/InterCallUMR,disc_qualifier,N,7,,
intercall.com/InterCallUMR,bu_curr,N,0,,
intercall.com/InterCallUMR,feature_gbl_amt,N,7,,
intercall.com/InterCallUMR,feature_gbl_tax_amt,N,7,,
intercall.com/InterCallUMR,feature_rate_amt,N,7,,
intercall.com/InterCallUMR,res_id,Y,11,,
intercall.com/InterCallUMR,rate_curr,N,0,,
intercall.com/InterCallUMR,gbl_curr,N,0,,
intercall.com/InterCallUMR,cost,N,7,,
intercall.com/InterCallUMR,rate_flag,Y,8,intercall.com/ConfCommon,RateFlag
intercall.com/InterCallUMR,feature_rate,N,7,,
intercall.com/InterCallUMR,ExtractDate,N,3,,
intercall.com/InterCallUMR,officecode,N,0,,
intercall.com/InterCallUMR,quantity,N,2,,
intercall.com/InterCallUMR,batch_date,Y,3,,
intercall.com/InterCallUMR,div_curr,N,0,,
intercall.com/InterCallUMR,owner_number,N,0,,
intercall.com/InterCallUMR,feature_discountable,N,9,,
intercall.com/InterCallUMR,Timezone,N,0,,
intercall.com/InterCallUMR,feature_bu_tax_amt,N,7,,
intercall.com/InterCallUMR,_Currency,Y,0,,
intercall.com/InterCallUMR,feature_div_tax_amt,N,7,,
intercall.com/InterCallUMR,rated_quantity,N,2,,
intercall.com/InterCallUMR,_AccountID,Y,2,,
intercall.com/InterCallUMR,CompanyName,N,0,,
intercall.com/InterCallUMR,entry_type,Y,8,intercall.com/ConfCommon,EntryType
intercall.com/InterCallUMR,feature_amt,N,7,,
intercall.com/InterCallUMR,trans_code,Y,8,intercall.com/ConfCommon,FeatureCode
intercall.com/InterCallUMR,feature_div_amt,N,7,,
intercall.com/InterCallUMR,tax_cntry,N,8,intercall.com/ConfCommon,Country
intercall.com/InterCallUMR,feature_tax_amt,N,7,,
intercall.com/InterCallUMR,feature_charge_code,N,8,intercall.com/ConfCommon,ChargeCode
intercall.com/InterCallUMR,TransDesc,N,0,,
intercall.com/InterCallUMR,PacCode,N,0,,
intercall.com/InterCallUMR,txn_idetail5,N,7,,
intercall.com/InterCallUMR,txn_idetail4,N,7,,
intercall.com/InterCallUMR,txn_idetail3,N,7,,
intercall.com/InterCallUMR,txn_idetail2,N,7,,
intercall.com/InterCallUMR,txn_idetail1,N,7,,
metratech.com/Disc_FlatRecurringCharge,_usagecycleid,N,2,,
metratech.com/Disc_FlatRecurringCharge,_payingaccount,Y,2,,
metratech.com/Disc_FlatRecurringCharge,rc_bu_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,rc_gbl_svc_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,rc_gbl_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,disc_date,N,3,,
metratech.com/Disc_FlatRecurringCharge,disc_qualifier,N,7,,
metratech.com/Disc_FlatRecurringCharge,related_id_parent_sess,N,11,,
metratech.com/Disc_FlatRecurringCharge,rc_div_svc_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,_currency,Y,0,,
metratech.com/Disc_FlatRecurringCharge,rc_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,gbl_curr,Y,0,,
metratech.com/Disc_FlatRecurringCharge,bu_curr,Y,0,,
metratech.com/Disc_FlatRecurringCharge,disc_pi_template_name,N,0,,
metratech.com/Disc_FlatRecurringCharge,rc_div_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,_accountpricelist,N,2,,
metratech.com/Disc_FlatRecurringCharge,rc_discountable,N,9,,
metratech.com/Disc_FlatRecurringCharge,div_curr,Y,0,,
metratech.com/Disc_FlatRecurringCharge,rc_bu_svc_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,rc_svc_amt,Y,7,,
metratech.com/Disc_FlatRecurringCharge,_timezoneid,N,8,Global,TimeZoneID
metratech.com/Disc_FlatRecurringCharge,related_id_sess,Y,11,,
metratech.com/Disc_FlatRecurringCharge,_accountid,Y,2,,
metratech.com/Disc_UDRecurringCharge,_usagecycleid,N,2,,
metratech.com/Disc_UDRecurringCharge,_payingaccount,Y,2,,
metratech.com/Disc_UDRecurringCharge,udrc_amt,Y,7,,
metratech.com/Disc_UDRecurringCharge,udrc_bu_amt,Y,7,,
metratech.com/Disc_UDRecurringCharge,udrc_div_svc_amt,Y,7,,
metratech.com/Disc_UDRecurringCharge,disc_date,N,3,,
metratech.com/Disc_UDRecurringCharge,disc_qualifier,N,7,,
metratech.com/Disc_UDRecurringCharge,related_id_parent_sess,N,11,,
